[Epoch 1] LR=0.0001, BS=64, train_loss=0.9906, val_loss=1.3004, val_acc=0.4075
[Epoch 2] LR=0.0001, BS=64, train_loss=0.6451, val_loss=1.0053, val_acc=0.5900
[Epoch 3] LR=0.0001, BS=64, train_loss=0.3893, val_loss=1.1781, val_acc=0.6000
[Epoch 4] LR=0.0001, BS=64, train_loss=0.2677, val_loss=1.2138, val_acc=0.6550
[Epoch 5] LR=0.0001, BS=64, train_loss=0.1898, val_loss=1.3550, val_acc=0.6000
最终对齐向量加简单mlp融合
[Epoch 1] LR=0.0001, BS=64, train_loss=0.9079, val_loss=1.2489, val_acc=0.5275
[Epoch 2] LR=0.0001, BS=64, train_loss=0.5142, val_loss=1.0210, val_acc=0.6375
[Epoch 3] LR=0.0001, BS=64, train_loss=0.2758, val_loss=1.0368, val_acc=0.6650
[Epoch 4] LR=0.0001, BS=64, train_loss=0.1657, val_loss=1.2953, val_acc=0.6525
[Epoch 5] LR=0.0001, BS=64, train_loss=0.1688, val_loss=1.2972, val_acc=0.6175
最终对齐向量加简单mlp融合
[Epoch 1] LR=1e-05, BS=64, train_loss=0.8828, val_loss=0.7654, val_acc=0.7075
[Epoch 2] LR=1e-05, BS=64, train_loss=0.4084, val_loss=0.6572, val_acc=0.7350
[Epoch 3] LR=1e-05, BS=64, train_loss=0.1993, val_loss=0.6546, val_acc=0.7725
[Epoch 4] LR=1e-05, BS=64, train_loss=0.1085, val_loss=0.7832, val_acc=0.7225
[Epoch 5] LR=1e-05, BS=64, train_loss=0.0731, val_loss=0.7485, val_acc=0.7625
深度互注意力：
[Epoch 1] LR=1e-05, BS=64, train_loss=0.8042, val_loss=0.8067, val_acc=0.6375
[Epoch 3] LR=1e-05, BS=64, train_loss=0.1439, val_loss=0.6842, val_acc=0.7425
[Epoch 4] LR=1e-05, BS=64, train_loss=0.1012, val_loss=0.6999, val_acc=0.7575
[Epoch 5] LR=1e-05, BS=64, train_loss=0.0696, val_loss=0.9202, val_acc=0.7275
深度互注意力：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0047, val_loss=0.9241, val_acc=0.5825
[Epoch 2] LR=3e-06, BS=64, train_loss=0.6506, val_loss=0.6950, val_acc=0.7400
[Epoch 3] LR=3e-06, BS=64, train_loss=0.3201, val_loss=0.6619, val_acc=0.7750
[Epoch 4] LR=3e-06, BS=64, train_loss=0.1908, val_loss=0.7060, val_acc=0.7525
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1108, val_loss=0.6762, val_acc=0.7550
深度互注意力：
[Epoch 1] LR=1e-06, BS=64, train_loss=1.0677, val_loss=1.0534, val_acc=0.4675
[Epoch 2] LR=1e-06, BS=64, train_loss=0.9948, val_loss=1.0269, val_acc=0.4750
[Epoch 3] LR=1e-06, BS=64, train_loss=0.8886, val_loss=0.9230, val_acc=0.5350
[Epoch 4] LR=1e-06, BS=64, train_loss=0.7157, val_loss=0.8099, val_acc=0.6200
[Epoch 5] LR=1e-06, BS=64, train_loss=0.4919, val_loss=0.7014, val_acc=0.7200
[Epoch 6] LR=1e-06, BS=64, train_loss=0.3248, val_loss=0.7104, val_acc=0.7375
[Epoch 7] LR=1e-06, BS=64, train_loss=0.2281, val_loss=0.7117, val_acc=0.7375
[Epoch 8] LR=1e-06, BS=64, train_loss=0.1520, val_loss=0.7136, val_acc=0.7750
浅层互注意力：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0738, val_loss=1.0505, val_acc=0.5975
[Epoch 2] LR=3e-06, BS=64, train_loss=0.9672, val_loss=0.9576, val_acc=0.6150
[Epoch 3] LR=3e-06, BS=64, train_loss=0.7457, val_loss=0.8412, val_acc=0.7275
[Epoch 4] LR=3e-06, BS=64, train_loss=0.5029, val_loss=0.7359, val_acc=0.7650
[Epoch 5] LR=3e-06, BS=64, train_loss=0.3200, val_loss=0.7067, val_acc=0.7625
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1917, val_loss=0.8000, val_acc=0.7075
[Epoch 7] LR=3e-06, BS=64, train_loss=0.1207, val_loss=0.7951, val_acc=0.7175
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0920, val_loss=0.8215, val_acc=0.7425
最终对齐向量加可学习权重加简单mlp融合：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0360, val_loss=0.9874, val_acc=0.6725
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8470, val_loss=0.8256, val_acc=0.7250
[Epoch 3] LR=3e-06, BS=64, train_loss=0.5579, val_loss=0.6566, val_acc=0.7525
[Epoch 4] LR=3e-06, BS=64, train_loss=0.3058, val_loss=0.6792, val_acc=0.7100
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1859, val_loss=0.6219, val_acc=0.7525
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1140, val_loss=0.6677, val_acc=0.7400
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0834, val_loss=0.5891, val_acc=0.7550
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0561, val_loss=0.6222, val_acc=0.7625
最终对齐向量加对比损失加简单mlp融合：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0360, val_loss=0.9871, val_acc=0.6750
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8470, val_loss=0.8278, val_acc=0.7250
[Epoch 3] LR=3e-06, BS=64, train_loss=0.5582, val_loss=0.6510, val_acc=0.7600
[Epoch 4] LR=3e-06, BS=64, train_loss=0.3035, val_loss=0.6570, val_acc=0.7450
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1806, val_loss=0.6630, val_acc=0.7350
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1162, val_loss=0.6765, val_acc=0.7275
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0822, val_loss=0.6019, val_acc=0.7450
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0576, val_loss=1.0067, val_acc=0.6375
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8261, val_loss=0.7704, val_acc=0.7000
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4631, val_loss=0.6629, val_acc=0.7200
[Epoch 4] LR=3e-06, BS=64, train_loss=0.2637, val_loss=0.6298, val_acc=0.7500
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1605, val_loss=0.6809, val_acc=0.7525
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0763, val_loss=1.0433, val_acc=0.5950
[Epoch 2] LR=3e-06, BS=64, train_loss=0.9099, val_loss=0.8451, val_acc=0.6800
[Epoch 3] LR=3e-06, BS=64, train_loss=0.5685, val_loss=0.7383, val_acc=0.6925
[Epoch 4] LR=3e-06, BS=64, train_loss=0.3419, val_loss=0.6888, val_acc=0.7425
[Epoch 5] LR=3e-06, BS=64, train_loss=0.2125, val_loss=0.7360, val_acc=0.7500
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1417, val_loss=0.7789, val_acc=0.7400
[Epoch 7] LR=3e-06, BS=64, train_loss=0.1026, val_loss=0.8094, val_acc=0.7625
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0673, val_loss=1.0012, val_acc=0.6000
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8087, val_loss=0.7580, val_acc=0.7050
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4669, val_loss=0.5960, val_acc=0.7850
[Epoch 4] LR=3e-06, BS=64, train_loss=0.2562, val_loss=0.6401, val_acc=0.7550
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1794, val_loss=0.6364, val_acc=0.7825
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1146, val_loss=0.6928, val_acc=0.7700
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0979, val_loss=0.7285, val_acc=0.7800
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0854, val_loss=0.7054, val_acc=0.7850
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0158, val_loss=0.8994, val_acc=0.6475
[Epoch 2] LR=3e-06, BS=64, train_loss=0.6068, val_loss=0.6484, val_acc=0.7450
